@default,Version,,,,,Character
Id,版本,章,章節名字,卷,章節卷,其他作者,作者描述,標題,標題（簡稱）,目錄
int64,int,int,string,int,int,int[],string[],string,string,string
id,version,chapter,chapterName,volume,chapterVolume,otherAuthor,authorNotes,title,abbreviation,directory
1001000131001,100100013,1,"前言",0,1,1600180914&1600180915&1600180916&1600180917&1600180918,"詳校官&覆勘&覆校官&校對官&謄録","校勘"
1001000131002,100100013,1,"前言",0,2,1600180056,,"御製序"
1001000131003,100100013,1,"前言",0,3,1600180056,,"御製詩"
1001000131004,100100013,1,"前言",0,4,1600180056,,"御製文"
1001000131005,100100013,1,"前言",0,5,1600180350&1600180053&1600181123&1600181124&1600181125,,"進表"
1001000131006,100100013,1,"前言",0,6,1600180350,,"職名"
1001000131007,100100013,1,"前言",0,7,1000180001&1100180001&1100180002,"集解&索隠&正義","史記序"
1001000131008,100100013,1,"前言",0,8,1600180868,,"史記序考證"
1001000131009,100100013,1,"前言",0,9,,,"目錄"
1001000131010,100100013,1,"前言",0,10,1600180868,,"目錄考證"
1001000132001,100100013,2,"本紀",1,1
1001000132002,100100013,2,"本紀",2,2
1001000132003,100100013,2,"本紀",3,3
1001000132004,100100013,2,"本紀",4,4
1001000132005,100100013,2,"本紀",5,5
1001000132006,100100013,2,"本紀",6,6
1001000132007,100100013,2,"本紀",7,7
1001000132008,100100013,2,"本紀",8,8
1001000132009,100100013,2,"本紀",9,9
1001000132010,100100013,2,"本紀",10,10
1001000132011,100100013,2,"本紀",11,11
1001000132012,100100013,2,"本紀",12,12
1001000133001,100100013,3,"表",13,1
1001000133002,100100013,3,"表",14,2
1001000133003,100100013,3,"表",15,3
1001000133004,100100013,3,"表",16,4
1001000133005,100100013,3,"表",17,5
1001000133006,100100013,3,"表",18,6
1001000133007,100100013,3,"表",19,7
1001000133008,100100013,3,"表",20,8
1001000133009,100100013,3,"表",21,9
1001000133010,100100013,3,"表",22,10
1001000134001,100100013,4,"書",23,1
1001000134002,100100013,4,"書",24,2
1001000134003,100100013,4,"書",25,3
1001000134004,100100013,4,"書",26,4
1001000134005,100100013,4,"書",27,5
1001000134006,100100013,4,"書",28,6
1001000134007,100100013,4,"書",29,7
1001000134008,100100013,4,"書",30,8
1001000135001,100100013,5,"世家",31,1
1001000135002,100100013,5,"世家",32,2
1001000135003,100100013,5,"世家",33,3
1001000135004,100100013,5,"世家",34,4
1001000135005,100100013,5,"世家",35,5
1001000135006,100100013,5,"世家",36,6
1001000135007,100100013,5,"世家",37,7
1001000135008,100100013,5,"世家",38,8
1001000135009,100100013,5,"世家",39,9
1001000135010,100100013,5,"世家",40,10
1001000135011,100100013,5,"世家",41,11
1001000135012,100100013,5,"世家",42,12
1001000135013,100100013,5,"世家",43,13
1001000135014,100100013,5,"世家",44,14
1001000135015,100100013,5,"世家",45,15
1001000135016,100100013,5,"世家",46,16
1001000135017,100100013,5,"世家",47,17
1001000135018,100100013,5,"世家",48,18
1001000135019,100100013,5,"世家",49,19
1001000135020,100100013,5,"世家",50,20
1001000135021,100100013,5,"世家",51,21
1001000135022,100100013,5,"世家",52,22
1001000135023,100100013,5,"世家",53,23
1001000135024,100100013,5,"世家",54,24
1001000135025,100100013,5,"世家",55,25
1001000135026,100100013,5,"世家",56,26
1001000135027,100100013,5,"世家",57,27
1001000135028,100100013,5,"世家",58,28
1001000135029,100100013,5,"世家",59,29
1001000135030,100100013,5,"世家",60,30
1001000136001,100100013,6,"列傳",61,1
1001000136002,100100013,6,"列傳",62,2
1001000136003,100100013,6,"列傳",63,3
1001000136004,100100013,6,"列傳",64,4
1001000136005,100100013,6,"列傳",65,5
1001000136006,100100013,6,"列傳",66,6
1001000136007,100100013,6,"列傳",67,7
1001000136008,100100013,6,"列傳",68,8
1001000136009,100100013,6,"列傳",69,9
1001000136010,100100013,6,"列傳",70,10
1001000136011,100100013,6,"列傳",71,11
1001000136012,100100013,6,"列傳",72,12
1001000136013,100100013,6,"列傳",73,13
1001000136014,100100013,6,"列傳",74,14
1001000136015,100100013,6,"列傳",75,15
1001000136016,100100013,6,"列傳",76,16
1001000136017,100100013,6,"列傳",77,17
1001000136018,100100013,6,"列傳",78,18
1001000136019,100100013,6,"列傳",79,19
1001000136020,100100013,6,"列傳",80,20
1001000136021,100100013,6,"列傳",81,21
1001000136022,100100013,6,"列傳",82,22
1001000136023,100100013,6,"列傳",83,23
1001000136024,100100013,6,"列傳",84,24
1001000136025,100100013,6,"列傳",85,25
1001000136026,100100013,6,"列傳",86,26
1001000136027,100100013,6,"列傳",87,27
1001000136028,100100013,6,"列傳",88,28
1001000136029,100100013,6,"列傳",89,29
1001000136030,100100013,6,"列傳",90,30
1001000136031,100100013,6,"列傳",91,31
1001000136032,100100013,6,"列傳",92,32
1001000136033,100100013,6,"列傳",93,33
1001000136034,100100013,6,"列傳",94,34
1001000136035,100100013,6,"列傳",95,35
1001000136036,100100013,6,"列傳",96,36
1001000136037,100100013,6,"列傳",97,37
1001000136038,100100013,6,"列傳",98,38
1001000136039,100100013,6,"列傳",99,39
1001000136040,100100013,6,"列傳",100,40
1001000136041,100100013,6,"列傳",101,41
1001000136042,100100013,6,"列傳",102,42
1001000136043,100100013,6,"列傳",103,43
1001000136044,100100013,6,"列傳",104,44
1001000136045,100100013,6,"列傳",105,45
1001000136046,100100013,6,"列傳",106,46
1001000136047,100100013,6,"列傳",107,47
1001000136048,100100013,6,"列傳",108,48
1001000136049,100100013,6,"列傳",109,49
1001000136050,100100013,6,"列傳",110,50
1001000136051,100100013,6,"列傳",111,51
1001000136052,100100013,6,"列傳",112,52
1001000136053,100100013,6,"列傳",113,53
1001000136054,100100013,6,"列傳",114,54
1001000136055,100100013,6,"列傳",115,55
1001000136056,100100013,6,"列傳",116,56
1001000136057,100100013,6,"列傳",117,57
1001000136058,100100013,6,"列傳",118,58
1001000136059,100100013,6,"列傳",119,59
1001000136060,100100013,6,"列傳",120,60
1001000136061,100100013,6,"列傳",121,61
1001000136062,100100013,6,"列傳",122,62
1001000136063,100100013,6,"列傳",123,63
1001000136064,100100013,6,"列傳",124,64
1001000136065,100100013,6,"列傳",125,65
1001000136066,100100013,6,"列傳",126,66
1001000136067,100100013,6,"列傳",127,67
1001000136068,100100013,6,"列傳",128,68
1001000136069,100100013,6,"列傳",129,69
1001000136070,100100013,6,"列傳",130,70
1001000137001,100100013,7,"後序",0,1,1100180001,,"補史記序"
1001000137002,100100013,7,"後序",0,2,1100180001,"補撰并注","補史記"
1001000137003,100100013,7,"後序",0,3,1100180002,,"史記正義論例諡法解列國分野","正義論例"
1001000137004,100100013,7,"後序",0,4,1600180868,,"考證跋語"